dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 36, 0, 36, 1008, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 37, 0, 37, 1423, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 36, 0, 36, 1680, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 38, 0, 38, 1692, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 60, 0, 60, 2833, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 41, 0, 41, 1977, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 528, 4958, 25, 6049, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 1, 191, 1221, 20, 2006, ontime
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 3283, 13138, 500, 10128, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 5726, 15220, 500, 10106, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 22, 117, 22, 670, ontime
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 9622, 16831, 500, 10103, timeout
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 3216, 4996, 31, 3793, ontime
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 543, 757, 24, 1217, ontime
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 3322, 4320, 60, 2960, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 2272, 2640, 89, 1995, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 1151, 1337, 52, 1796, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 268, 322, 25, 770, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 196, 196, 196, 1989, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 19, 19, 19, 747, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 121, 121, 121, 2087, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 95, 95, 95, 1426, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 126, 126, 126, 2233, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 53, 0, 53, 1492, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 60, 0, 60, 1180, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 53, 0, 53, 1660, ontime
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 23, 0, 23, 1038, ontime
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 25, 0, 25, 748, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 59, 0, 59, 2271, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 44, 0, 44, 1797, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 39, 0, 39, 1749, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 78, 0, 78, 2463, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 70, 0, 70, 2601, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 96, 462, 26, 1269, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 1, 383, 1974, 25, 3288, ontime
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 1900, 6042, 500, 10163, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 5056, 13859, 500, 10113, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 6417, 12689, 500, 10109, timeout
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 4079, 7263, 500, 10174, timeout
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 1408, 2223, 26, 2967, ontime
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 14229, 18577, 500, 10101, timeout
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 2481, 3229, 44, 2934, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 4845, 5607, 167, 4102, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 3843, 4430, 126, 2999, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 1078, 1358, 102, 1922, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 106, 106, 106, 1232, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 87, 87, 87, 1573, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 133, 133, 133, 1831, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 180, 180, 180, 2523, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 45, 45, 45, 1117, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 127, 0, 127, 2262, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 108, 0, 108, 1761, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 26, 0, 26, 744, ontime
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 27, 0, 27, 753, ontime
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 46, 0, 46, 852, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 21, 0, 21, 501, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 42, 0, 42, 1424, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 35, 0, 35, 1564, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 37, 0, 37, 1124, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 58, 0, 58, 1965, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 21, 96, 20, 668, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 0, 1705, 9795, 500, 10112, timeout
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 3489, 11593, 500, 10147, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 4813, 13527, 500, 10102, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 7086, 14420, 500, 10111, timeout
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 8758, 15986, 500, 10118, timeout
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 10844, 16465, 84, 9739, ontime
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 5793, 7632, 94, 5396, ontime
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 11894, 15215, 148, 8963, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 3495, 4102, 141, 3268, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 785, 925, 49, 1579, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 691, 824, 42, 1490, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 20, 20, 20, 562, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 47, 47, 47, 615, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 58, 58, 58, 910, ontime
dyngrid, 0.42, 0.9160, SOLVE_F, 0.90, 0, 35, 35, 35, 707, ontime
dyngrid, 0.47, 0.9060, SOLVE_F, 0.90, 0, 93, 93, 93, 1546, ontime
dyngrid, 0.52, 0.8960, SOLVE_F, 0.90, 0, 80, 0, 80, 1754, ontime
dyngrid, 0.57, 0.8860, SOLVE_F, 0.90, 0, 104, 0, 104, 2787, ontime
dyngrid, 0.62, 0.8760, SOLVE_F, 0.90, 0, 26, 0, 26, 523, ontime
dyngrid, 0.67, 0.8660, SOLVE_F, 0.90, 0, 56, 0, 56, 1458, ontime
dyngrid, 0.72, 0.8560, SOLVE_F, 0.90, 0, 22, 0, 22, 824, ontime
dyngrid, 0.77, 0.8460, SOLVE_F, 0.90, 0, 43, 0, 43, 948, ontime
dyngrid, 0.82, 0.8360, SOLVE_F, 0.90, 0, 49, 0, 49, 1931, ontime
dyngrid, 0.87, 0.8260, SOLVE_F, 0.90, 0, 19, 0, 19, 927, ontime
dyngrid, 0.92, 0.8160, SOLVE_F, 0.90, 0, 24, 0, 24, 1213, ontime
dyngrid, 0.97, 0.8060, SOLVE_F, 0.90, 0, 32, 0, 32, 1219, ontime
dyngrid, 0.00, 1.0000, SOLVE_F, 0.90, 1, 184, 953, 24, 1975, ontime
dyngrid, 0.02, 0.9960, SOLVE_F, 0.90, 1, 165, 813, 22, 1694, ontime
dyngrid, 0.04, 0.9920, SOLVE_F, 0.90, 0, 2882, 11038, 500, 10107, timeout
dyngrid, 0.06, 0.9880, SOLVE_F, 0.90, 0, 6254, 16195, 500, 10111, timeout
dyngrid, 0.08, 0.9840, SOLVE_F, 0.90, 0, 6644, 13691, 500, 10135, timeout
dyngrid, 0.10, 0.9800, SOLVE_F, 0.90, 0, 10683, 18045, 500, 10100, timeout
dyngrid, 0.12, 0.9760, SOLVE_F, 0.90, 0, 13072, 19749, 500, 10105, timeout
dyngrid, 0.14, 0.9720, SOLVE_F, 0.90, 0, 3865, 4935, 114, 3677, ontime
dyngrid, 0.16, 0.9680, SOLVE_F, 0.90, 0, 8353, 11118, 178, 6774, ontime
dyngrid, 0.18, 0.9640, SOLVE_F, 0.90, 0, 430, 509, 30, 1117, ontime
dyngrid, 0.20, 0.9600, SOLVE_F, 0.90, 0, 2003, 2355, 89, 2413, ontime
dyngrid, 0.22, 0.9560, SOLVE_F, 0.90, 0, 713, 849, 47, 1521, ontime
dyngrid, 0.27, 0.9460, SOLVE_F, 0.90, 0, 50, 50, 50, 690, ontime
dyngrid, 0.32, 0.9360, SOLVE_F, 0.90, 0, 22, 22, 22, 473, ontime
dyngrid, 0.37, 0.9260, SOLVE_F, 0.90, 0, 51, 51, 51, 1101, ontime
