scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 55, 0, 55, 1389, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 64, 0, 64, 1325, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 102, 0, 102, 2574, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 88, 0, 88, 1999, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 73, 0, 73, 1574, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 21, 0, 21, 1096, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 80, 0, 80, 2771, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 663, 5203, 21, 8225, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 118, 729, 20, 2002, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 769, 3689, 0, 10174, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3487, 9185, 11, 10125, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 5704, 11704, 13, 10122, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 5577, 11608, 23, 10124, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 9091, 15389, 49, 10108, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 21, 60, 21, 589, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 3235, 4456, 56, 4049, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2659, 3077, 99, 2643, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1227, 1425, 54, 2098, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 6567, 7660, 235, 5467, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 21, 21, 21, 711, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 43, 43, 43, 716, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 94, 94, 94, 1513, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 21, 21, 21, 608, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 90, 90, 90, 1622, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 76, 0, 76, 1269, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 22, 0, 22, 535, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 77, 0, 77, 1343, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 54, 0, 54, 976, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 48, 0, 48, 956, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 50, 0, 50, 845, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 24, 0, 24, 909, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 27, 0, 27, 813, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 32, 0, 32, 922, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 46, 0, 46, 1654, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 720, 5036, 21, 6388, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 0, 684, 4487, 0, 10208, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 824, 3793, 0, 10189, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 4186, 10745, 5, 10134, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 4783, 10492, 11, 10124, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 1, 1719, 3266, 23, 4099, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 8971, 14449, 46, 10120, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 2757, 3746, 47, 4150, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 11505, 15601, 134, 10121, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 9223, 10642, 302, 8122, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 2047, 2425, 111, 2760, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 3515, 4089, 120, 3558, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 20, 20, 20, 482, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 27, 27, 27, 665, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 116, 116, 116, 1672, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 27, 27, 27, 671, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 31, 31, 31, 790, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 77, 0, 77, 1703, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 19, 0, 19, 629, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 71, 0, 71, 1596, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 51, 0, 51, 1267, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 22, 0, 22, 918, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 67, 0, 67, 2361, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 72, 0, 72, 2467, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 28, 0, 28, 845, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 19, 0, 19, 819, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 31, 0, 31, 1247, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 146, 820, 21, 2064, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 393, 2478, 21, 4986, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2057, 9329, 1, 10117, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3578, 10497, 8, 10125, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 5023, 11740, 12, 10112, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 2176, 4199, 21, 5701, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 9860, 15440, 62, 10115, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 2267, 3170, 43, 3490, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 5231, 7269, 75, 10171, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 22, 43, 22, 562, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 105, 138, 24, 755, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 8021, 9341, 286, 5845, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 91, 91, 91, 1233, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 158, 158, 158, 1827, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 55, 55, 55, 1291, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 76, 76, 76, 1120, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 87, 87, 87, 1618, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 32, 0, 32, 826, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 132, 0, 132, 2585, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 89, 0, 89, 1658, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 111, 0, 111, 2583, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 83, 0, 83, 1493, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 42, 0, 42, 1071, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 41, 0, 41, 1517, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 21, 0, 21, 970, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 23, 0, 23, 672, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 73, 0, 73, 2285, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 448, 3886, 0, 10140, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 424, 2979, 20, 4744, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2442, 10413, 1, 10110, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3600, 10835, 4, 10120, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 5361, 12767, 13, 10111, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 20, 90, 20, 657, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 4596, 7266, 40, 5816, ontime
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 134, 214, 21, 946, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 4520, 6170, 65, 4709, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 3672, 4298, 160, 3471, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 3670, 4236, 124, 3682, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 2420, 2840, 115, 2835, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 102, 102, 102, 1075, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 23, 23, 23, 512, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 148, 148, 148, 1735, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 53, 53, 53, 979, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 149, 149, 149, 2099, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 71, 0, 71, 1369, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 78, 0, 78, 1517, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 96, 0, 96, 1871, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 26, 0, 26, 806, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 19, 0, 19, 759, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 34, 0, 34, 882, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 55, 0, 55, 1314, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 86, 0, 86, 2489, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 24, 0, 24, 962, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 30, 0, 30, 1228, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 8, 86, 23, 693, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 0, 20, 210, 20, 971, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1870, 8720, 1, 10121, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 21, 140, 21, 780, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 5608, 12765, 20, 10125, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 7340, 13412, 34, 10127, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 9464, 15011, 49, 10115, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 3110, 4296, 50, 4474, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 11992, 16568, 158, 10113, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2578, 3070, 131, 2991, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 2788, 3386, 169, 3570, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 3873, 4498, 146, 3599, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 125, 125, 125, 1639, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 41, 41, 41, 756, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 108, 108, 108, 1665, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 28, 28, 28, 660, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 54, 54, 54, 1028, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 73, 0, 73, 1530, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 94, 0, 94, 2543, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 60, 0, 60, 1550, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 49, 0, 49, 1423, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 45, 0, 45, 1413, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 30, 0, 30, 771, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 25, 0, 25, 933, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 72, 0, 72, 1516, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 22, 0, 22, 753, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 27, 0, 27, 1186, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 831, 5599, 21, 7700, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 503, 3125, 21, 4226, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2172, 9828, 1, 10120, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 4020, 11678, 4, 10123, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 6459, 13403, 18, 10115, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 1358, 2576, 19, 3366, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 9164, 14953, 56, 10120, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 2839, 3951, 105, 3492, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 1668, 2373, 41, 2889, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 4330, 5069, 166, 3703, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 7821, 9100, 271, 5743, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 792, 935, 45, 1565, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 194, 194, 194, 1695, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 19, 19, 19, 632, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 149, 149, 149, 1551, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 130, 130, 130, 1410, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 45, 45, 45, 911, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 96, 0, 96, 1271, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 79, 0, 79, 1548, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 31, 0, 31, 731, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 105, 0, 105, 2018, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 31, 0, 31, 1020, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 47, 0, 47, 1237, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 63, 0, 63, 1546, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 35, 0, 35, 932, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 56, 0, 56, 1579, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 54, 0, 54, 1275, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 284, 1682, 21, 4051, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 0, 366, 3891, 0, 10228, timeout
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1695, 7786, 1, 10143, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 3007, 8519, 10, 10148, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 2475, 5814, 9, 10159, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 4395, 8678, 14, 10156, timeout
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 6040, 9598, 36, 10150, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 8328, 11390, 91, 10161, timeout
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 8028, 10957, 83, 10203, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 988, 1154, 50, 2249, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 1726, 2028, 83, 2653, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 9427, 10895, 322, 7657, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 37, 37, 37, 1554, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 251, 251, 251, 2786, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 128, 128, 128, 1722, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 32, 32, 32, 759, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 87, 87, 87, 1374, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 38, 0, 38, 997, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 24, 0, 24, 539, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 67, 0, 67, 1188, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 20, 0, 20, 648, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 20, 0, 20, 650, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 73, 0, 73, 1085, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 20, 0, 20, 800, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 23, 0, 23, 851, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 23, 0, 23, 767, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 33, 0, 33, 1353, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 0, 767, 4860, 0, 10197, timeout
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 318, 2142, 19, 4864, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 1456, 6102, 0, 10183, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 20, 132, 20, 1028, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 1709, 4005, 21, 6916, ontime
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 19, 85, 19, 884, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 5585, 9535, 43, 10161, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 3420, 4646, 51, 5903, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 7581, 10617, 126, 10137, timeout
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 2324, 2699, 96, 4070, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 6925, 8012, 239, 6571, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 2400, 2819, 104, 3511, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 253, 253, 253, 2228, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 139, 139, 139, 1510, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 86, 86, 86, 1440, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 171, 171, 171, 2109, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 61, 61, 61, 1346, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 66, 0, 66, 1438, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 29, 0, 29, 705, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 101, 0, 101, 1796, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 70, 0, 70, 1362, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 21, 0, 21, 613, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 51, 0, 51, 1712, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 45, 0, 45, 1320, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 36, 0, 36, 1142, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 33, 0, 33, 1179, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 42, 0, 42, 1484, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 10, 79, 19, 703, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 2, 1088, 7805, 25, 9341, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2120, 10067, 4, 10127, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 2597, 7087, 9, 10133, timeout
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 5854, 11841, 21, 10119, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 1, 2610, 5136, 22, 5579, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 8776, 13974, 44, 10117, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 223, 340, 21, 1346, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 7738, 10798, 104, 9312, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 8201, 9561, 282, 6702, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 2203, 2597, 106, 3028, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 20, 39, 20, 555, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 79, 79, 79, 1253, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 167, 167, 167, 2029, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 25, 25, 25, 641, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 101, 101, 101, 1531, ontime
dyngrid, 0.47, 0.9060, SOLVE_M, 0.90, 0, 25, 25, 25, 770, ontime
dyngrid, 0.52, 0.8960, SOLVE_M, 0.90, 0, 74, 0, 74, 1534, ontime
dyngrid, 0.57, 0.8860, SOLVE_M, 0.90, 0, 71, 0, 71, 1774, ontime
dyngrid, 0.62, 0.8760, SOLVE_M, 0.90, 0, 93, 0, 93, 1976, ontime
dyngrid, 0.67, 0.8660, SOLVE_M, 0.90, 0, 81, 0, 81, 1748, ontime
dyngrid, 0.72, 0.8560, SOLVE_M, 0.90, 0, 22, 0, 22, 752, ontime
dyngrid, 0.77, 0.8460, SOLVE_M, 0.90, 0, 22, 0, 22, 743, ontime
dyngrid, 0.82, 0.8360, SOLVE_M, 0.90, 0, 29, 0, 29, 1032, ontime
dyngrid, 0.87, 0.8260, SOLVE_M, 0.90, 0, 57, 0, 57, 1695, ontime
dyngrid, 0.92, 0.8160, SOLVE_M, 0.90, 0, 19, 0, 19, 791, ontime
dyngrid, 0.97, 0.8060, SOLVE_M, 0.90, 0, 31, 0, 31, 1167, ontime
scenario, pChange, gamma, recovery_strategy, required_certainty, build_plans, matrices, visited_states, actions, time, timeout
dyngrid, 0.00, 1.0000, SOLVE_M, 0.90, 1, 36, 214, 21, 836, ontime
dyngrid, 0.02, 0.9960, SOLVE_M, 0.90, 1, 487, 5267, 22, 5785, ontime
dyngrid, 0.04, 0.9920, SOLVE_M, 0.90, 0, 2255, 10980, 1, 10099, timeout
dyngrid, 0.06, 0.9880, SOLVE_M, 0.90, 0, 19, 124, 19, 671, ontime
dyngrid, 0.08, 0.9840, SOLVE_M, 0.90, 0, 8405, 16871, 23, 10104, timeout
dyngrid, 0.10, 0.9800, SOLVE_M, 0.90, 0, 2237, 4605, 25, 3869, ontime
dyngrid, 0.12, 0.9760, SOLVE_M, 0.90, 0, 9142, 15166, 48, 10120, timeout
dyngrid, 0.14, 0.9720, SOLVE_M, 0.90, 0, 6265, 8698, 99, 5457, ontime
dyngrid, 0.16, 0.9680, SOLVE_M, 0.90, 0, 1739, 2387, 38, 2511, ontime
dyngrid, 0.18, 0.9640, SOLVE_M, 0.90, 0, 3579, 4165, 142, 3413, ontime
dyngrid, 0.20, 0.9600, SOLVE_M, 0.90, 0, 2051, 2379, 80, 2294, ontime
dyngrid, 0.22, 0.9560, SOLVE_M, 0.90, 0, 1543, 1804, 71, 2013, ontime
dyngrid, 0.27, 0.9460, SOLVE_M, 0.90, 0, 102, 102, 102, 1306, ontime
dyngrid, 0.32, 0.9360, SOLVE_M, 0.90, 0, 30, 30, 30, 596, ontime
dyngrid, 0.37, 0.9260, SOLVE_M, 0.90, 0, 19, 19, 19, 529, ontime
dyngrid, 0.42, 0.9160, SOLVE_M, 0.90, 0, 68, 68, 68, 1281, ontime
